condition,policy,priority,seed,trial,target_width_ms,target_isi_ms,host_width_ms,host_onset_s
rt,SCHED_FIFO,50,20260808,276,28.5079,91.0866,28.5317,23.555485
rt,SCHED_FIFO,50,20260808,277,34.1157,55.9530,34.1400,23.675114
rt,SCHED_FIFO,50,20260808,278,32.1403,40.8756,32.1669,23.765227
rt,SCHED_FIFO,50,20260808,279,48.7768,61.6877,48.8041,23.838284
rt,SCHED_FIFO,50,20260808,280,47.6123,85.1393,73.7833,23.948782
rt,SCHED_FIFO,50,20260808,281,34.2455,71.6176,34.2698,24.107713
rt,SCHED_FIFO,50,20260808,282,27.3396,90.1203,27.3639,24.213610
rt,SCHED_FIFO,50,20260808,283,21.6955,65.5135,21.7212,24.331104
rt,SCHED_FIFO,50,20260808,284,44.3608,37.5756,44.3723,24.418348
rt,SCHED_FIFO,50,20260808,285,49.7658,53.6083,49.7848,24.500304
rt,SCHED_FIFO,50,20260808,286,5.4147,35.9580,5.4188,24.603705
rt,SCHED_FIFO,50,20260808,287,29.3466,66.1320,29.3701,24.645090
rt,SCHED_FIFO,50,20260808,288,47.5178,50.2942,47.5472,24.740600
rt,SCHED_FIFO,50,20260808,289,15.2329,23.9332,15.2631,24.838452
rt,SCHED_FIFO,50,20260808,290,16.5371,93.5322,16.5656,24.877684
rt,SCHED_FIFO,50,20260808,291,38.9971,76.8416,39.0269,25.023540
rt,SCHED_FIFO,50,20260808,292,37.1391,66.2752,37.1528,25.139416
rt,SCHED_FIFO,50,20260808,293,8.8581,21.2729,8.8831,25.242850
rt,SCHED_FIFO,50,20260808,294,18.6330,32.6850,18.6478,25.273015
rt,SCHED_FIFO,50,20260808,295,34.5505,63.2560,34.5773,25.324352
rt,SCHED_FIFO,50,20260808,296,11.1778,44.4371,11.2008,25.422190
rt,SCHED_FIFO,50,20260808,297,9.1991,20.7520,9.2232,25.477833
rt,SCHED_FIFO,50,20260808,298,24.4297,33.4979,24.4425,25.507814
rt,SCHED_FIFO,50,20260808,299,16.4172,61.0867,16.4466,25.565757
rt,SCHED_FIFO,50,20260808,300,27.0566,59.7739,27.0733,25.643330
rt,SCHED_FIFO,50,20260808,301,29.1301,45.2672,29.1633,25.730185
rt,SCHED_FIFO,50,20260808,302,22.2519,54.8532,22.2743,25.804620
rt,SCHED_FIFO,50,20260808,303,37.0156,68.0471,37.0393,25.881752
rt,SCHED_FIFO,50,20260808,304,32.2322,68.6256,32.2573,26.024541
rt,SCHED_FIFO,50,20260808,305,48.3626,56.3499,48.3749,26.125434
rt,SCHED_FIFO,50,20260808,306,21.7123,10.0576,21.7361,26.230167
rt,SCHED_FIFO,50,20260808,307,43.1093,95.0521,43.1384,26.261969
rt,SCHED_FIFO,50,20260808,308,47.5982,93.5358,47.6297,26.400171
rt,SCHED_FIFO,50,20260808,309,10.4163,95.2392,10.4307,26.541348
rt,SCHED_FIFO,50,20260808,310,14.6147,99.2113,14.6212,26.647032
rt,SCHED_FIFO,50,20260808,311,15.6988,61.4131,15.7206,26.760873
rt,SCHED_FIFO,50,20260808,312,35.3010,69.4791,35.3145,26.838015
rt,SCHED_FIFO,50,20260808,313,30.8379,74.5317,30.8463,26.942818
rt,SCHED_FIFO,50,20260808,314,9.4514,96.4787,9.4710,27.048206
rt,SCHED_FIFO,50,20260808,315,46.4635,20.1484,46.4873,27.154163
rt,SCHED_FIFO,50,20260808,316,46.7355,15.6155,46.7626,27.220805
rt,SCHED_FIFO,50,20260808,317,8.5439,94.6314,8.5492,27.283190
rt,SCHED_FIFO,50,20260808,318,16.4721,31.5951,16.4784,27.386374
rt,SCHED_FIFO,50,20260808,319,9.7089,38.5818,9.7307,27.434455
rt,SCHED_FIFO,50,20260808,320,47.9750,45.3120,48.0061,27.482773
